Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
North America,NAC,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3738146943718,16.3747839940427,16.3747839940427,17.0557481013579,16.6999114094137,12.7602258380764,,,
Namibia,NAM,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2471318730565,23.2471700646525,23.2471700646525,23.2471763532217,23.2471763532217,23.2471763532217,23.2471763532217,,
New Caledonia,NCL,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7641579007986,96.0127624537845,96.0127624537845,95.7565590992923,95.7565590992923,95.7565590992923,95.7565590992923,,
Niger,NER,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3171351250111,17.3170925189084,17.3170925189084,17.3170925144857,18.1990211559394,18.1990211559394,18.1990211559394,,
Nigeria,NGA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6107349579734,11.6106996068528,11.6106996068528,11.6106976263222,11.6106976263222,11.6082522536748,11.6082522536748,,
Nicaragua,NIC,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4797788522118,15.507104242217,15.507104242217,15.5070937500519,9.96216337484655,9.96216337484655,9.96216337484655,,
Netherlands,NLD,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8924581483262,21.2099164976154,21.2099164976154,25.3090326090471,25.3109343963498,25.3079470385988,25.3069573160867,,
Norway,NOR,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96242625971203,5.06077998767431,5.06077998767431,4.99083648311057,5.71025191660096,15.1385220263242,15.1951994587447,,
Nepal,NPL,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6261039405048,23.6260419833246,23.6260419833246,23.6260419815167,23.6260419815167,23.6260419815167,23.6260419815167,,
Nauru,NRU,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
New Zealand,NZL,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4786887810956,30.5050632239854,30.5050632239854,30.5696170073351,30.6047651708977,30.6047651708977,30.6047651708977,,
OECD members,OED,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9595632898903,19.5768626335609,19.5768533510239,20.1987804954681,20.3004354828274,18.1067906829009,,,
Oman,OMN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0183041615309,1.01831171985263,1.01831171985263,1.01831149036577,1.01831149036577,1.51770524267221,1.51770524267221,,
Other small states,OSS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7994786590649,22.517072340577,22.5170331974151,22.564672535371,22.7068960898877,22.710853813995,,,
Pakistan,PAK,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7949078821214,9.7949542203294,9.7949542203294,9.7949549891578,9.7949549891578,9.7949549891578,9.7949549891578,,
Panama,PAN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23495043629487,5.23498101828947,5.23498101828947,5.23499256461968,15.3379268236869,27.6812733276576,27.6812733080565,,
Peru,PER,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1137339130108,13.1411661261544,13.1411661261544,13.2744078813101,13.3362294747104,13.7206598168569,16.807255128297,,
Philippines,PHL,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14138638190187,3.14140839390029,3.14140839390029,3.14922432473144,3.14922432473144,3.72208503336371,3.72208503336371,,
Palau,PLW,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9399513943563,82.9423566073058,82.9423566073058,99.9574564668421,99.9574564668421,99.9574564668585,99.9574564668585,,
Papua New Guinea,PNG,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.657996414830911,0.657989653388862,0.657989653388862,0.716264057887505,0.716264057887505,0.716264057887505,0.716264057887505,,
Poland,POL,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0371484381702,38.0635379967455,38.0635379967455,38.1427704140399,37.9663014218357,37.9617050515478,37.9898464603864,,
Pre-demographic dividend,PRE,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3826701037943,12.9295186498023,12.929515234354,13.0702644764918,12.9977152916137,13.0874988262051,,,
Puerto Rico,PRI,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02425214978926,2.01677151753314,2.01677151753314,2.01677085703581,2.07547643764457,2.08849273335451,2.08849273335451,,
"Korea, Dem. People's Rep.",PRK,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26053207722418,1.26022344438817,1.26022344438817,1.26022202201514,1.26022202201514,1.26022202196055,1.26022202196055,,
Portugal,PRT,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.09757449950512,16.8854244048969,16.8854244048969,16.886819376065,17.1274719010128,17.1282540257471,17.2081902511757,,
Paraguay,PRY,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5103621832615,14.3147360800329,14.3147360800329,14.3147200277861,14.3147200277861,14.3147200277861,14.3147200277861,,
West Bank and Gaza,PSE,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.35925185002217,8.35925185002217,8.35925184355176,8.35925184355176,,
Pacific island small states,PSS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12474026939251,1.12553992030716,1.12553992030716,1.22494422494987,1.22862059947966,1.22820943909228,,,
Post-demographic dividend,PST,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9914032965829,19.5733185620956,19.5733017108116,20.0522952425832,20.1270268218551,17.7637647656094,,,
French Polynesia,PYF,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00585508371915418,0.00585039711480982,0.00585039711480982,0.00585039699664262,0.00585039699664262,0.043744260158462,0.0437442593679215,,
Qatar,QAT,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.778383955157715,4.72319541989257,4.72319541989257,4.72323313809895,5.84456472364885,5.84456472341856,5.84456472341856,,
Romania,ROU,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5799678343345,24.3099366537139,24.3099366537139,24.3619698211544,24.3622621734966,24.3622882028314,24.363064282357,,
Russian Federation,RUS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.61117652631545,7.61624908474412,7.61624908474412,7.61624850366171,7.61624850366171,8.57435466162575,8.57435466162575,,
Rwanda,RWA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.11516142086508,9.11408907313889,9.11408907313889,9.11408920598863,9.10524749828135,9.10524749828135,9.10524749828135,,
South Asia,SAS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97871497632563,4.97871628286101,4.97868990469891,4.97868714530166,5.44021100793657,6.02676720951408,,,
Saudi Arabia,SAU,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04094603755622,4.52837236301312,4.52837236301312,4.52837191846974,4.52837191846974,4.52837191846974,4.52837191846974,,
Sudan,SDN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75330083929237,2.75327389762586,2.75327389762586,2.75327438911994,2.75327438911994,2.75327438911994,2.75327438911994,,
Senegal,SEN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4899514635033,14.5770722670553,14.5770722670553,14.5770557893823,14.5770557893823,15.4830077887576,15.4830077887576,,
Singapore,SGP,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48665252687779,2.46306282917716,2.46306282917716,2.46363019296917,2.46363019296917,2.463630223174,2.463630223174,,
Solomon Islands,SLB,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15528252541981,0.155319976394379,0.155319976394379,0.146091290944574,0.1470337725967,0.147033772615005,0.150365792501757,,
Sierra Leone,SLE,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29728394383981,3.2969497958773,3.2969497958773,3.29695591552035,3.29695591552035,5.09579596628128,5.09579596628128,,
El Salvador,SLV,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15222717624485,2.15167925790249,2.15167925790249,2.15167836895448,2.12931201789671,2.12931201780961,2.12931201780961,,
San Marino,SMR,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.827283619408155,,,,0,0,0,,
Serbia,SRB,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14965014896773,6.61310734024646,6.61310734024646,7.55540944615978,7.64450007244757,7.64728718538627,8.1379898947208,,
Sub-Saharan Africa (excluding high income),SSA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1566959471227,14.6744906681242,14.6744871476467,14.8317313137485,14.5873197794527,14.7183122815175,,,
South Sudan,SSD,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5015818826495,15.5015012515745,15.5015012515745,15.501501261452,15.501501261452,15.501501261452,15.5015012638986,,
Sub-Saharan Africa,SSF,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1564292434139,14.6742067317657,14.6742032114296,14.8317475692,14.5876646266332,14.7186563721833,,,
Small states,SST,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9694761714763,19.3926904598707,19.3926528536705,19.4221338634139,19.5415764084253,19.5446644754597,,,
Sao Tome and Principe,STP,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244162518792601,0.244688365296076,0.244688365296076,0.244688049322376,0.244688049322376,0.244688049194266,0.244688049194266,,
Suriname,SUR,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.48321297296984,8.48307368434299,8.48307368434299,8.48307406735323,8.48307406735323,8.48307406735323,8.48307406735323,,
Slovak Republic,SVK,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.283515729079,37.6304133373472,37.6304133373472,37.5867231057558,37.5877995808164,37.5874705738803,37.5865817729414,,
Slovenia,SVN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0920233425064,55.0732581875932,55.0732581875932,54.0902883793639,40.0173834416625,40.0172021187637,40.0922967119877,,
Sweden,SWE,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8652828471003,14.9669469297684,14.9669469297684,14.6293158827869,14.695884728922,14.8380102035061,15.5281205234679,,
Eswatini,SWZ,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.095547390098,4.23300820628733,4.23300820628733,4.25826472941907,4.25826472941907,4.25826472768856,4.25826472768856,,
Sint Maarten (Dutch part),SXM,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0561797752809,8.09845074272912,8.09845074272912,8.10552020819594,8.10553462796107,8.15514116126077,8.15514101144502,,
Seychelles,SYC,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0513670647204141,0.0513686681320179,0.0513686681320179,15.6689099307942,32.8254369363669,32.8254369363743,32.8254369363743,,
Syrian Arab Republic,SYR,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66292384624593,0.662806451357412,0.662806451357412,0.662807728961875,0.662807728961875,0.662807728956845,0.662807728956845,,
Turks and Caicos Islands,TCA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.387735700796855,0.387451664312368,0.387451664312368,0.38745122238148,0.38745122238148,0.387451222252664,0.387451222252664,,
Chad,TCD,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3544453722663,20.3544358034532,20.3544358034532,20.3544357536331,20.971255019332,20.971255019332,20.971255019332,,
East Asia & Pacific (IDA & IBRD countries),TEA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0944707092261,12.3709108005319,12.3709067298248,12.4278710416045,12.7899251334879,12.8279115757369,,,
Europe & Central Asia (IDA & IBRD countries),TEC,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.38575120451319,7.41411435212516,7.41412718909672,7.44682341872071,8.47668467899034,9.60198492924272,,,
Togo,TGO,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7913330548002,21.7910925889806,21.7910925889806,21.7911109514549,22.0703732796562,22.0703732799987,22.0703732799987,,
Thailand,THA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5097447231165,12.5097581187036,12.5097581187036,12.5097651118809,13.2714574134773,13.2989614045346,13.2989614045346,,
Tajikistan,TJK,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.278588511869,22.2786610881726,22.2786610881726,22.2786610873402,22.2786610873402,22.2786610873402,22.2786610873402,,
Turkmenistan,TKM,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21223105882721,3.21223845567095,3.21223845567095,3.2122375017179,3.2122375017179,3.2122375017179,3.2122375017179,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3788278833737,21.8424046184138,21.8424043151249,22.493306580909,22.9548522741092,23.0351421197184,,,
Timor-Leste,TLS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42200884053989,4.42304453978833,4.42304453978833,5.18824098029797,5.18824098029797,5.18824097960241,5.18824097960241,,
Middle East & North Africa (IDA & IBRD countries),TMN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02388459952074,6.01846418474589,6.01846418474589,6.03190398394633,4.50133370676504,4.43803037839904,,,
Tonga,TON,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52163261595664,1.52165140342354,1.52165140342354,0.0727442805429683,0.0727442805429683,0.0727442804921326,0.0727442804921326,,
South Asia (IDA & IBRD),TSA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97871497632563,4.97871628286101,4.97868990469891,4.97868714530166,5.44021100793657,6.02676720951409,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1564292434139,14.6742067317657,14.6742032114296,14.8317475692,14.5876646266332,14.7186563721833,,,
Trinidad and Tobago,TTO,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01452631474999,2.01442316051301,2.01442316051301,2.01441219912115,2.01441219912115,2.01441219950381,2.01441219950381,,
Tunisia,TUN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.20860952560716,5.20859939962545,5.20859939962545,5.20860865302287,5.20860865302287,5.20860865302287,5.20860865302287,,
Turkiye,TUR,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.190624822703985,0.190652366562585,0.190652366562585,0.19065237415556,0.19065237415556,5.67226572455947,5.67226572455947,,
Tuvalu,TUV,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00860724172331735,0.00859404213623363,0.00859404213623363,0.029974066242749,0.029974066242749,0.0299740661476594,0.0299740661476594,,
Tanzania,TZA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8434525614166,30.9703296098506,30.9703296098506,30.9920895541659,31.0483439026671,31.0483439026671,31.1556973146243,,
Uganda,UGA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0640835978875,16.0639496289362,16.0639496289362,16.0639455196201,16.0618448705928,16.0618448705928,16.0618448705928,,
Ukraine,UKR,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86287620859695,3.88167902094994,3.88167902094994,3.87910573628927,4.17371503393402,12.2779180883833,12.2779180883833,,
Upper middle income,UMC,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1501239453464,12.7286061059527,12.7286070172469,12.9082972376504,13.4644124235853,13.8760375269975,,,
Uruguay,URY,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32500934184476,2.29507712745326,2.29507712745326,2.29507734528862,2.44221612146411,2.44278917903604,2.44278917903604,,
United States,USA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.326199718432,26.328083601169,26.328083601169,26.3281159177314,23.9458352965842,15.8832744740312,15.8833371610815,,
Uzbekistan,UZB,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3750589802659,3.37521371527249,3.37521371527249,3.37521372055341,5.76784640342131,5.76784640342131,5.76784640342131,,
St. Vincent and the Grenadines,VCT,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465862061493792,0.466562636505707,0.466562636505707,0.466563474535167,0.466563474535167,0.466563474399742,0.466563474399742,,
"Venezuela, RB",VEN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9025423875064,36.9025524393404,36.9025524393404,36.90253913502,39.0006456628187,39.0006456628187,39.000858714192,,
